"SK_ID_PREV","SK_ID_CURR","NAME_CONTRACT_TYPE","AMT_ANNUITY","AMT_APPLICATION","AMT_CREDIT","AMT_DOWN_PAYMENT","AMT_GOODS_PRICE","WEEKDAY_APPR_PROCESS_START","HOUR_APPR_PROCESS_START","FLAG_LAST_APPL_PER_CONTRACT","NFLAG_LAST_APPL_IN_DAY","RATE_DOWN_PAYMENT","RATE_INTEREST_PRIMARY","RATE_INTEREST_PRIVILEGED","NAME_CASH_LOAN_PURPOSE","NAME_CONTRACT_STATUS","DAYS_DECISION","NAME_PAYMENT_TYPE","CODE_REJECT_REASON","NAME_TYPE_SUITE","NAME_CLIENT_TYPE","NAME_GOODS_CATEGORY","NAME_PORTFOLIO","NAME_PRODUCT_TYPE","CHANNEL_TYPE","SELLERPLACE_AREA","NAME_SELLER_INDUSTRY","CNT_PAYMENT","NAME_YIELD_GROUP","PRODUCT_COMBINATION","DAYS_FIRST_DRAWING","DAYS_FIRST_DUE","DAYS_LAST_DUE_1ST_VERSION","DAYS_LAST_DUE","DAYS_TERMINATION","NFLAG_INSURED_ON_APPROVAL"
2404485,100062,"Cash loans",23278.095,679500,796104,NA,679500,"TUESDAY",10,"Y",1,NA,NA,NA,"XNA","Approved",-296,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Contact center",-1,"XNA",60,"low_normal","Cash X-Sell: low",NA,NA,NA,NA,NA,NA
1827563,100198,"Consumer loans",1990.305,17055,17055,0,17055,"TUESDAY",10,"Y",1,0,NA,NA,"XAP","Refused",-2330,"Cash through the bank","LIMIT","Unaccompanied","Repeater","Photo / Cinema Equipment","POS","XNA","Country-wide",600,"Consumer electronics",12,"high","POS household with interest",NA,NA,NA,NA,NA,NA
1771153,100646,"Cash loans",16162.56,157500,224667,NA,157500,"TUESDAY",11,"Y",1,NA,NA,NA,"Car repairs","Approved",-554,"Cash through the bank","XAP","","New","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",30,"high","Cash Street: high",365243,-524,346,365243,365243,1
2320931,100397,"Cash loans",44424.585,1215000,1338493.5,NA,1215000,"THURSDAY",15,"Y",1,NA,NA,NA,"XNA","Approved",-873,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",42,"low_action","Cash X-Sell: low",365243,-843,387,-513,-506,1
1275212,100115,"Cash loans",NA,0,0,NA,NA,"TUESDAY",11,"Y",1,NA,NA,NA,"XNA","Canceled",-40,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2325695,100464,"Cash loans",NA,0,0,NA,NA,"TUESDAY",14,"Y",1,NA,NA,NA,"XNA","Canceled",-21,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1427327,100181,"Cash loans",NA,0,0,NA,NA,"FRIDAY",17,"Y",1,NA,NA,NA,"XNA","Canceled",-361,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2162454,100147,"Consumer loans",3671.325,53185.5,37228.5,15957,53185.5,"THURSDAY",14,"Y",1,0.326754916967287,NA,NA,"XAP","Approved",-59,"Cash through the bank","XAP","Family","Repeater","Mobile","POS","XNA","Country-wide",2775,"Consumer electronics",12,"low_normal","POS household without interest",365243,-26,304,365243,365243,0
1420632,100996,"Cash loans",18365.58,225000,269550,NA,225000,"TUESDAY",12,"Y",1,NA,NA,NA,"XNA","Approved",-919,"Cash through the bank","XAP","Unaccompanied","New","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",36,"high","Cash Street: high",365243,-889,161,-709,-702,1
1147782,100222,"Cash loans",NA,0,0,NA,NA,"MONDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-317,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1655443,100109,"Cash loans",NA,450000,450000,0,450000,"TUESDAY",14,"Y",1,0,NA,NA,"XNA","Refused",-515,"XNA","SCOFR","","Repeater","XNA","XNA","XNA","Country-wide",107,"Connectivity",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1787086,100615,"Consumer loans",4819.275,45666,45166.5,4567.5,45666,"SUNDAY",12,"Y",1,0.100020563945645,NA,NA,"XAP","Approved",-2042,"Cash through the bank","XAP","Children","New","Audio/Video","POS","XNA","Country-wide",3268,"Consumer electronics",12,"middle","POS household with interest",365243,-2010,-1680,-1680,-1678,0
1655760,100675,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",4,"Y",1,NA,NA,NA,"XNA","Canceled",-97,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1040417,100675,"Cash loans",NA,0,0,NA,NA,"THURSDAY",8,"Y",1,NA,NA,NA,"XNA","Canceled",-61,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1222167,100558,"Revolving loans",NA,0,0,NA,NA,"MONDAY",14,"Y",1,NA,NA,NA,"XAP","Canceled",-211,"XNA","XAP","","Refreshed","XNA","XNA","XNA","AP+ (Cash loan)",2,"XNA",NA,"XNA","Card Street",NA,NA,NA,NA,NA,NA
1952084,100388,"Consumer loans",6619.725,53955,53365.5,5395.5,53955,"SUNDAY",13,"Y",1,0.100001531628121,NA,NA,"XAP","Approved",-1445,"Cash through the bank","XAP","Unaccompanied","Repeater","Mobile","POS","XNA","Country-wide",40,"Connectivity",12,"high","POS mobile with interest",365243,-1414,-1084,-1084,-1081,0
2306099,100524,"Consumer loans",9706.095,43987.5,36427.5,8797.5,43987.5,"SUNDAY",14,"Y",1,0.211857982813207,NA,NA,"XAP","Approved",-849,"Cash through the bank","XAP","Unaccompanied","Repeater","Mobile","POS","XNA","Country-wide",50,"Connectivity",4,"middle","POS mobile without interest",365243,-818,-728,-788,-785,0
2549153,100728,"Cash loans",16978.905,180000,197820,0,180000,"THURSDAY",16,"Y",1,0,NA,NA,"Payments on other loans","Refused",-1926,"Cash through the bank","HC","Unaccompanied","Repeater","XNA","Cash","walk-in","Credit and cash offices",0,"XNA",18,"high","Cash Street: high",NA,NA,NA,NA,NA,NA
2756934,100816,"Cash loans",NA,0,0,NA,NA,"THURSDAY",14,"Y",1,NA,NA,NA,"XNA","Canceled",-89,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1981629,100385,"Cash loans",NA,0,0,NA,NA,"FRIDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-412,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",0,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1089107,100830,"Cash loans",56004.885,1372500,1470330,NA,1372500,"THURSDAY",12,"Y",1,NA,NA,NA,"Repairs","Canceled",-447,"Cash through the bank","XAP","Family","New","XNA","Cash","walk-in","Credit and cash offices",0,"XNA",36,"low_normal","Cash Street: low",NA,NA,NA,NA,NA,NA
1449038,100549,"Consumer loans",25747.425,239827.5,231750,23985,239827.5,"FRIDAY",13,"Y",1,0.102144194007646,NA,NA,"XAP","Approved",-2202,"Cash through the bank","XAP","Spouse, partner","New","Audio/Video","POS","XNA","Country-wide",1719,"Consumer electronics",10,"low_normal","POS household without interest",365243,-2171,-1901,-1901,-135,1
1578250,100410,"Cash loans",17135.55,202500,265828.5,NA,202500,"TUESDAY",14,"Y",1,NA,NA,NA,"XNA","Refused",-1600,"Cash through the bank","HC","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",24,"middle","Cash X-Sell: middle",NA,NA,NA,NA,NA,NA
1824379,100217,"Revolving loans",0,0,720000,NA,NA,"WEDNESDAY",14,"Y",0,NA,NA,NA,"XAP","Approved",-495,"XNA","XAP","","Repeater","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",-485,-447,365243,365243,365243,0
1942324,100101,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",13,"Y",1,NA,NA,NA,"XNA","Canceled",-182,"XNA","XAP","","Repeater","XNA","XNA","XNA","Contact center",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1390714,100458,"Consumer loans",6126.705,32962.5,34920,0,32962.5,"SUNDAY",10,"Y",1,0,NA,NA,"XAP","Approved",-238,"Cash through the bank","XAP","Children","New","Computers","POS","XNA","Country-wide",129,"Consumer electronics",6,"low_action","POS household without interest",365243,-207,-57,-57,-49,0
1999969,100163,"Consumer loans",5850.315,29952,28692,4500,29952,"MONDAY",10,"Y",1,0.147653322816013,NA,NA,"XAP","Approved",-1691,"XNA","XAP","","New","Mobile","POS","XNA","Regional / Local",20,"Connectivity",6,"high","POS mobile with interest",365243,-1604,-1454,-1514,-1510,0
2268754,100699,"Consumer loans",NA,33030,33030,0,33030,"THURSDAY",16,"Y",1,0,NA,NA,"XAP","Unused offer",-1455,"Cash through the bank","CLIENT","","Repeater","Mobile","XNA","XNA","Country-wide",20,"Connectivity",NA,"XNA","POS mobile with interest",NA,NA,NA,NA,NA,NA
1468131,100279,"Cash loans",21543.48,274500,296784,NA,274500,"FRIDAY",12,"Y",1,NA,NA,NA,"XNA","Approved",-586,"Cash through the bank","XAP","","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",18,"middle","Cash X-Sell: middle",365243,-556,-46,-76,-73,1
1042916,100132,"Cash loans",44610.48,229500,235710,NA,229500,"SUNDAY",14,"Y",1,NA,NA,NA,"XNA","Approved",-555,"Cash through the bank","XAP","","Repeater","XNA","Cash","x-sell","Credit and cash offices",100,"XNA",6,"middle","Cash X-Sell: middle",365243,-525,-375,-375,-373,1
1725112,100422,"Cash loans",NA,0,0,NA,NA,"TUESDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-337,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1425293,100547,"Consumer loans",8279.775,126216,126216,0,126216,"TUESDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-797,"Cash through the bank","XAP","Family","Repeater","Furniture","POS","XNA","Stone",199,"Furniture",18,"low_normal","POS industry with interest",365243,-765,-255,-705,-700,0
2116543,100304,"Consumer loans",5344.425,118633.5,118633.5,0,118633.5,"SATURDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-143,"XNA","XAP","","New","Clothing and Accessories","POS","XNA","Country-wide",100,"Industry",24,"low_action","POS industry without interest",365243,-109,581,365243,365243,0
1671751,100515,"Consumer loans",17202.42,143955,142384.5,14395.5,143955,"SATURDAY",9,"Y",1,0.100000052186619,NA,NA,"XAP","Approved",-2043,"Cash through the bank","XAP","Spouse, partner","Repeater","Mobile","POS","XNA","Regional / Local",38,"Connectivity",12,"high","POS mobile with interest",365243,-2012,-1682,-1682,-1678,0
1848052,100896,"Cash loans",NA,0,0,NA,NA,"SUNDAY",11,"Y",1,NA,NA,NA,"XNA","Canceled",-327,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1345069,100079,"Consumer loans",10426.86,80730,51831,31500,80730,"SUNDAY",12,"Y",1,0.411687890897309,NA,NA,"XAP","Approved",-662,"Cash through the bank","XAP","Unaccompanied","New","Computers","POS","XNA","Country-wide",30,"Connectivity",6,"high","POS mobile with interest",365243,-631,-481,-541,-536,0
2827750,100717,"Consumer loans",7433.1,79650,92268,0,79650,"TUESDAY",15,"Y",1,0,NA,NA,"XAP","Refused",-591,"Cash through the bank","HC","","Repeater","Computers","POS","XNA","Regional / Local",260,"Consumer electronics",18,"high","POS household with interest",NA,NA,NA,NA,NA,NA
2403493,100984,"Consumer loans",5318.19,46075.5,45571.5,4608,46075.5,"SUNDAY",16,"Y",1,0.100011576621746,NA,NA,"XAP","Approved",-2580,"Cash through the bank","XAP","Family","New","Mobile","POS","XNA","Country-wide",42,"Connectivity",12,"low_normal","POS mobile with interest",365243,-2549,-2219,-2399,-2391,1
1225346,100383,"Cash loans",13946.355,315000,366142.5,NA,315000,"MONDAY",13,"Y",1,NA,NA,NA,"Repairs","Refused",-275,"Cash through the bank","HC","Unaccompanied","Repeater","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",36,"low_normal","Cash Street: low",NA,NA,NA,NA,NA,NA
2314501,100383,"Cash loans",NA,0,0,NA,NA,"TUESDAY",15,"Y",1,NA,NA,NA,"XNA","Refused",-127,"XNA","SCOFR","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1887506,100489,"Consumer loans",18565.335,185508,166954.5,18553.5,185508,"WEDNESDAY",12,"Y",1,0.108924942222536,NA,NA,"XAP","Approved",-1131,"Cash through the bank","XAP","Spouse, partner","Refreshed","Construction Materials","POS","XNA","Stone",30,"Construction",10,"low_normal","POS industry with interest",365243,-1100,-830,-830,-824,0
2289144,100913,"Cash loans",NA,0,0,NA,NA,"TUESDAY",10,"Y",1,NA,NA,NA,"XNA","Canceled",-373,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2570003,100846,"Cash loans",9556.38,45000,46485,0,45000,"MONDAY",16,"Y",1,0,NA,NA,"XNA","Approved",-1263,"Cash through the bank","XAP","Unaccompanied","New","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",6,"high","Cash Street: high",365243,-1233,-1083,-1083,-1075,1
2161379,100493,"Cash loans",NA,0,0,NA,NA,"SATURDAY",14,"Y",1,NA,NA,NA,"XNA","Canceled",-145,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1014463,100077,"Cash loans",NA,0,0,NA,NA,"MONDAY",12,"Y",1,NA,NA,NA,"XNA","Refused",-233,"XNA","HC","","Repeater","XNA","XNA","XNA","Contact center",0,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1777291,100436,"Cash loans",36678.87,675000,862600.5,NA,675000,"FRIDAY",13,"Y",1,NA,NA,NA,"XNA","Approved",-1078,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",36,"low_normal","Cash X-Sell: low",NA,NA,NA,NA,NA,NA
2156376,100120,"Cash loans",NA,0,0,NA,NA,"TUESDAY",11,"Y",1,NA,NA,NA,"XNA","Canceled",-17,"XNA","XAP","","New","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1070722,100365,"Revolving loans",NA,0,0,NA,NA,"FRIDAY",6,"Y",1,NA,NA,NA,"XAP","Canceled",-238,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Card Street",NA,NA,NA,NA,NA,NA
2183324,100072,"Cash loans",NA,0,0,NA,NA,"THURSDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-124,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2134222,100465,"Consumer loans",3937.5,86940,86940,0,86940,"THURSDAY",15,"Y",1,0,NA,NA,"XAP","Approved",-985,"Cash through the bank","XAP","Unaccompanied","Repeater","Computers","POS","XNA","Country-wide",1500,"Consumer electronics",24,"low_action","POS household without interest",365243,-954,-264,-264,-254,0
1023388,100492,"Cash loans",NA,0,0,NA,NA,"THURSDAY",12,"Y",1,NA,NA,NA,"XNA","Refused",-147,"XNA","SCOFR","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1866243,100101,"Consumer loans",7814.25,36216,38007,0,36216,"SUNDAY",12,"Y",1,0,NA,NA,"XAP","Approved",-1585,"Cash through the bank","XAP","Unaccompanied","New","Audio/Video","POS","XNA","Country-wide",1200,"Consumer electronics",6,"high","POS household with interest",365243,-1554,-1404,-1464,-1459,0
2306973,100698,"Consumer loans",34752.285,384259.5,384259.5,0,384259.5,"SATURDAY",7,"Y",1,0,NA,NA,"XAP","Approved",-446,"Cash through the bank","XAP","","New","Homewares","POS","XNA","Regional / Local",26,"Construction",12,"low_action","POS industry without interest",NA,NA,NA,NA,NA,NA
2271534,100459,"Consumer loans",5456.7,99895.5,120991.5,0,99895.5,"TUESDAY",17,"Y",1,0,NA,NA,"XAP","Approved",-1031,"Cash through the bank","XAP","Unaccompanied","New","Computers","POS","XNA","Country-wide",750,"Consumer electronics",24,"low_action","POS household without interest",365243,-1000,-310,-340,-333,0
1912174,100939,"Cash loans",NA,0,0,NA,NA,"WEDNESDAY",13,"Y",1,NA,NA,NA,"XNA","Canceled",-184,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1874778,100056,"Cash loans",21678.705,405000,506038.5,0,405000,"MONDAY",11,"Y",1,0,NA,NA,"XNA","Approved",-2166,"Cash through the bank","XAP","","Repeater","XNA","Cash","x-sell","Country-wide",-1,"Consumer electronics",54,"middle","Cash Street: middle",365243,-2136,-546,-546,-543,1
1668902,100516,"Cash loans",34717.5,450000,481185,NA,450000,"MONDAY",13,"Y",1,NA,NA,NA,"XNA","Approved",-507,"Cash through the bank","XAP","","Repeater","XNA","Cash","x-sell","Credit and cash offices",0,"XNA",18,"middle","Cash X-Sell: middle",365243,-477,33,-27,-18,1
1802429,100266,"Consumer loans",15843.285,128227.5,140922,0,128227.5,"WEDNESDAY",19,"Y",1,0,NA,NA,"XAP","Approved",-1388,"Cash through the bank","XAP","Other_A","New","Computers","POS","XNA","Regional / Local",1077,"Consumer electronics",12,"high","POS household with interest",365243,-1357,-1027,-1027,-1020,0
2624855,100371,"Cash loans",NA,0,0,NA,NA,"SATURDAY",12,"Y",1,NA,NA,NA,"XNA","Canceled",-284,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2739426,100233,"Revolving loans",NA,0,0,NA,NA,"TUESDAY",17,"Y",1,NA,NA,NA,"XAP","Canceled",-127,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Card Street",NA,NA,NA,NA,NA,NA
2720474,100170,"Cash loans",5299.785,49500,67086,NA,49500,"FRIDAY",14,"Y",1,NA,NA,NA,"Everyday expenses","Approved",-1656,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","walk-in","Credit and cash offices",0,"XNA",24,"high","Cash Street: high",365243,-1626,-936,-936,-933,1
1428816,100298,"Cash loans",69127.38,1170000,1237954.5,NA,1170000,"MONDAY",8,"Y",1,NA,NA,NA,"XNA","Refused",-920,"Cash through the bank","HC","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",24,"low_normal","Cash X-Sell: low",NA,NA,NA,NA,NA,NA
1931957,100232,"Consumer loans",12938.445,144135,127485,28827,144135,"SATURDAY",13,"Y",1,0.200849734098237,NA,NA,"XAP","Approved",-551,"Cash through the bank","XAP","Family","New","Mobile","POS","XNA","Stone",65,"Connectivity",12,"middle","POS mobile with interest",365243,-515,-185,-425,-417,0
2710913,100958,"Cash loans",NA,0,0,NA,NA,"THURSDAY",13,"Y",1,NA,NA,NA,"XNA","Canceled",-259,"XNA","XAP","","Repeater","XNA","XNA","XNA","Contact center",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1892514,100799,"Cash loans",NA,0,0,NA,NA,"SUNDAY",13,"Y",1,NA,NA,NA,"XNA","Canceled",-190,"XNA","XAP","","Repeater","XNA","XNA","XNA","Contact center",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
2181258,100484,"Consumer loans",59022.9,897750,897750,0,897750,"MONDAY",14,"Y",1,0,NA,NA,"XAP","Approved",-1059,"Cash through the bank","XAP","Unaccompanied","Repeater","Furniture","POS","XNA","Stone",140,"Furniture",18,"low_normal","POS industry with interest",365243,-1028,-518,-518,-514,0
2241207,100722,"Revolving loans",6750,0,135000,NA,NA,"WEDNESDAY",13,"Y",1,NA,NA,NA,"XAP","Approved",-2662,"XNA","XAP","","Repeater","XNA","Cards","x-sell","Country-wide",72,"Connectivity",0,"XNA","Card Street",-2521,-2478,365243,-2294,365243,0
2350419,100268,"Consumer loans",6384.15,55107,58090.5,2250,55107,"TUESDAY",7,"Y",1,0.040610444816575,NA,NA,"XAP","Approved",-2206,"XNA","XAP","Unaccompanied","New","Photo / Cinema Equipment","POS","XNA","Country-wide",1500,"Consumer electronics",12,"high","POS household with interest",365243,-2175,-1845,-1845,-1837,1
1206279,100391,"Consumer loans",3939.975,39015,38821.5,3901.5,39015,"FRIDAY",12,"Y",1,0.099456690349886,NA,NA,"XAP","Approved",-374,"Cash through the bank","XAP","","Refreshed","Computers","POS","XNA","Country-wide",21,"Connectivity",12,"middle","POS mobile with interest",365243,-343,-13,-283,-281,0
2518798,100307,"Cash loans",19658.385,225000,247275,0,225000,"MONDAY",15,"Y",1,0,NA,NA,"XNA","Approved",-2485,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",18,"middle","Cash Street: middle",365243,-2455,-1945,-1945,-1940,1
1359945,100812,"Cash loans",36237.375,405000,519457.5,NA,405000,"WEDNESDAY",13,"Y",1,NA,NA,NA,"XNA","Approved",-989,"Cash through the bank","XAP","Unaccompanied","Refreshed","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",24,"high","Cash X-Sell: high",NA,NA,NA,NA,NA,NA
2629920,100207,"Cash loans",5292,45000,45000,0,45000,"SATURDAY",11,"Y",1,0,NA,NA,"XNA","Approved",-2709,"Cash through the bank","XAP","Spouse, partner","Repeater","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",12,"high","Cash Street: high",365243,-2679,-2349,-2529,-2526,0
2081860,100601,"Cash loans",NA,0,0,NA,NA,"FRIDAY",10,"Y",1,NA,NA,NA,"XNA","Canceled",-200,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1463082,100863,"Cash loans",7525.98,90000,98910,NA,90000,"TUESDAY",8,"Y",1,NA,NA,NA,"XNA","Approved",-450,"Cash through the bank","XAP","","Repeater","XNA","Cash","x-sell","Country-wide",50,"Connectivity",18,"middle","Cash X-Sell: middle",365243,-420,90,365243,365243,1
1912423,100156,"Consumer loans",3243.96,22455,16483.5,6750,22455,"SATURDAY",11,"Y",1,0.316412233902065,NA,NA,"XAP","Approved",-2413,"Cash through the bank","XAP","Other_B","Repeater","Mobile","POS","XNA","Stone",45,"Connectivity",6,"high","POS mobile with interest",365243,-2382,-2232,-2232,-2230,1
1791177,100662,"Cash loans",NA,0,0,NA,NA,"MONDAY",16,"Y",1,NA,NA,NA,"XNA","Canceled",-225,"XNA","XAP","","Repeater","XNA","XNA","XNA","Credit and cash offices",-1,"XNA",NA,"XNA","Cash",NA,NA,NA,NA,NA,NA
1884589,100859,"Cash loans",39822.03,990000,1104997.5,NA,990000,"MONDAY",10,"Y",1,NA,NA,NA,"XNA","Refused",-505,"Cash through the bank","HC","","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",48,"low_normal","Cash X-Sell: low",NA,NA,NA,NA,NA,NA
1626169,100403,"Revolving loans",38250,765000,765000,NA,765000,"SUNDAY",15,"Y",1,NA,NA,NA,"XAP","Approved",-227,"XNA","XAP","Family","Repeater","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",-214,-185,365243,-32,-6,0
1897742,100543,"Cash loans",27796.095,450000,512370,NA,450000,"SATURDAY",12,"Y",1,NA,NA,NA,"XNA","Approved",-1227,"Cash through the bank","XAP","Unaccompanied","New","XNA","Cash","walk-in","Credit and cash offices",-1,"XNA",36,"middle","Cash Street: middle",365243,-1197,-147,-597,-570,1
1876755,100067,"Consumer loans",4780.35,52339.5,47101.5,5238,52339.5,"SATURDAY",12,"Y",1,0.108993364128778,NA,NA,"XAP","Approved",-724,"Cash through the bank","XAP","","Repeater","Mobile","POS","XNA","Country-wide",15,"Connectivity",12,"middle","POS mobile with interest",365243,-693,-363,-603,-597,0
2747727,100330,"Revolving loans",11250,225000,225000,NA,225000,"TUESDAY",8,"Y",1,NA,NA,NA,"XAP","Approved",-778,"XNA","XAP","","Repeater","XNA","Cards","walk-in","Stone",141,"Consumer electronics",0,"XNA","Card Street",-445,-402,365243,365243,365243,0
2675512,100947,"Cash loans",36803.7,540000,719806.5,NA,540000,"WEDNESDAY",13,"Y",1,NA,NA,NA,"XNA","Approved",-721,"Cash through the bank","XAP","Unaccompanied","Repeater","XNA","Cash","x-sell","Credit and cash offices",-1,"XNA",36,"middle","Cash X-Sell: middle",365243,-691,359,-571,-563,1
2355886,100510,"Cash loans",20365.11,184500,184500,NA,184500,"MONDAY",17,"Y",1,NA,NA,NA,"XNA","Refused",-626,"XNA","HC","","Repeater","XNA","Cash","x-sell","Contact center",-1,"XNA",12,"high","Cash X-Sell: high",NA,NA,NA,NA,NA,NA
1210092,100206,"Consumer loans",10657.98,155241,163692,15525,155241,"TUESDAY",15,"Y",1,0.0943444894381468,NA,NA,"XAP","Approved",-430,"Cash through the bank","XAP","Family","Repeater","Audio/Video","POS","XNA","Country-wide",3000,"Consumer electronics",24,"middle","POS household with interest",365243,-400,290,365243,365243,1
2394831,100751,"Consumer loans",4658.94,33255,36549,0,33255,"FRIDAY",9,"Y",1,0,NA,NA,"XAP","Approved",-1882,"Cash through the bank","XAP","Family","New","Mobile","POS","XNA","Country-wide",40,"Connectivity",12,"high","POS mobile with interest",365243,-1851,-1521,-1731,-1726,0
1052940,100137,"Consumer loans",3897.765,45000,34101,13500,45000,"TUESDAY",6,"Y",1,0.308874336100655,NA,NA,"XAP","Approved",-2285,"Cash through the bank","XAP","Unaccompanied","New","Consumer Electronics","POS","XNA","Country-wide",600,"Consumer electronics",10,"middle","POS household without interest",365243,-2254,-1984,-1984,-1979,0
1782313,100437,"Revolving loans",4500,90000,90000,NA,90000,"WEDNESDAY",14,"Y",1,NA,NA,NA,"XAP","Approved",-407,"XNA","XAP","Unaccompanied","Refreshed","XNA","Cards","x-sell","Credit and cash offices",-1,"XNA",0,"XNA","Card X-Sell",365243,365243,365243,365243,365243,0
1263527,100370,"Cash loans",7869.015,67500,71955,0,67500,"WEDNESDAY",12,"Y",1,0,NA,NA,"XNA","Approved",-2190,"XNA","XAP","","Repeater","XNA","Cash","x-sell","Country-wide",1,"Consumer electronics",12,"high","Cash Street: high",365243,-2160,-1830,-1830,-1822,1
2307433,100721,"Consumer loans",29322.945,152046,158571,0,152046,"TUESDAY",9,"Y",1,0,NA,NA,"XAP","Approved",-175,"Cash through the bank","XAP","Unaccompanied","New","Consumer Electronics","POS","XNA","Country-wide",30180,"Consumer electronics",6,"middle","POS household with interest",365243,-145,5,365243,365243,1
